ProbesetID V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12
1367591_at 10.176948 10.18327 10.156747 10.004319 9.9810295 10.051087 10.107045 10.190243 10.028474 10.154936 10.10361
1367592_at 3.467955 3.533448 3.4062512 3.4226153 3.5028474 3.4829974 3.5737197 3.25708 3.3050594 3.5437155 3.5873048
1367593_at 7.901421 8.558041 8.4448805 8.370592 7.6335454 8.7184925 8.385709 8.515087 8.293986 8.611565 8.354803
1367594_at 9.076683 9.224939 9.077965 9.026112 9.221334 9.180124 9.169718 9.119795 8.824068 9.06522 9.044603
1367595_s_at 13.697298 13.652764 13.673343 13.592399 13.610367 13.610173 13.6861725 13.742742 13.660818 13.670202 13.678087
1367596_at 12.299506 12.272241 12.297505 12.320713 12.20725 12.25964 12.504222 12.366533 12.288231 12.3777685 12.459814
1367597_at 12.057694 12.002495 11.909918 11.983707 11.946702 12.003976 12.184686 12.087538 11.992335 12.018402 11.944458
1367598_at 14.074897 14.064306 14.119553 14.1287155 14.137853 14.165112 14.120712 14.118868 14.137969 14.091232 14.129961
1367599_at 12.235885 12.055334 12.370179 12.208479 12.127509 12.34503 11.973623 12.180396 11.756881 12.220419 12.079644
1367600_at 5.5985975 5.4659576 5.4162416 5.2983274 5.410855 5.6193914 5.364159 5.2178154 5.2064257 5.557045 5.349127
1367601_at 8.668892 8.294949 8.755215 8.105724 8.367357 8.4339485 8.222992 8.399958 8.00835 7.823782 8.652146
1367602_at 9.516559 9.06155 9.459081 9.0158415 9.325127 9.289092 8.969078 9.10102 8.881021 8.635841 9.65353
1367603_at 11.262608 11.223874 11.173867 11.168964 11.14553 11.234673 11.040423 11.147454 11.075166 10.960172 11.04892
1367604_at 11.376771 11.393032 11.300845 11.323396 11.239959 11.201866 11.504804 11.454025 11.468912 11.598082 11.293597
1367605_at 10.777671 10.784526 10.815632 10.713978 10.722893 10.924992 10.703535 10.624434 10.625277 10.629606 10.77407
1367606_at 12.439779 12.447425 12.422495 12.442524 12.384404 12.41484 12.538193 12.495387 12.4987755 12.52153 12.550968
1367607_at 12.75084 12.736394 12.71701 12.738619 12.752958 12.711606 12.757258 12.768845 12.7437525 12.769574 12.708494
1367608_at 5.192115 5.1373987 5.244072 5.308606 5.1174145 5.3119335 5.11411 4.981968 4.898733 5.2481995 4.9917517
1367609_at 11.887163 12.561549 11.497557 11.971869 11.433616 12.592172 12.05406 12.283291 11.784053 12.22726 12.53876
1367610_at 12.404752 12.378268 12.336629 12.296434 12.269662 12.42625 12.522703 12.484019 12.388555 12.428681 12.3977165
1367611_at 5.174759 5.255356 4.8051643 5.2097745 5.4128547 5.3158545 5.1121945 5.1766605 5.288489 5.230457 5.2832394
1367612_at 14.046742 14.061429 14.092637 14.078651 14.0616045 14.090485 14.027443 14.0950775 14.112178 14.066313 14.102887
